Geneid,ENCSR181WYS_1,ENCSR181WYS_2,ENCSR016WFQ_1,ENCSR016WFQ_2
ENSG00000184454,14,14,54,22
ENSG00000227312,12,0,0,26
ENSG00000239106,0,1,5,0
ENSG00000133226,12661,15241,15389,10466
ENSG00000284699,4,2,6,0
ENSG00000169504,7614,9542,9654,4209
ENSG00000238482,2,0,3,0
ENSG00000020633,10,16,85,16
ENSG00000278034,0,0,1,0
ENSG00000229162,0,1,4,8
ENSG00000261025,4,2,21,14
ENSG00000264371,1,0,0,0
ENSG00000233755,4,0,1,0
ENSG00000233419,0,6,8,0
ENSG00000231953,7,2,6,14
ENSG00000117614,2153,2149,2432,1460
ENSG00000284602,68,57,79,84
ENSG00000284657,22,16,31,37
ENSG00000117616,7115,7780,8264,7118
ENSG00000272432,13,13,22,0
ENSG00000261349,160,211,218,126
ENSG00000187010,4052,3967,5307,3320
ENSG00000224183,15,9,30,13
ENSG00000259984,187,215,197,173
ENSG00000183726,10588,9903,11199,7824
ENSG00000188672,3510,3406,3540,2556
ENSG00000238084,25,16,41,20
ENSG00000204178,4052,4537,4450,3506
ENSG00000157978,3313,3754,4204,2688
ENSG00000225643,6,9,23,19
ENSG00000117643,34,32,89,60
ENSG00000233478,8,0,70,52
ENSG00000162430,4533,5216,6048,3474
ENSG00000255054,1782,1891,2403,1167
ENSG00000228172,925,959,1100,676
ENSG00000117640,4694,4891,5557,4217
ENSG00000272478,715,818,793,600
ENSG00000127423,2102,2118,2474,1652
ENSG00000236528,327,288,343,228
ENSG00000182749,1007,997,1230,667
ENSG00000207302,0,1,0,0
ENSG00000117632,23432,23152,32919,21539
ENSG00000229786,5,2,9,3
ENSG00000223624,1,5,8,10
ENSG00000283938,1073,1037,1802,876
ENSG00000158006,1187,1207,1226,1028
ENSG00000207237,0,2,2,5
ENSG00000252190,1,0,0,0
ENSG00000252691,0,0,2,0
ENSG00000158008,57,95,213,30
ENSG00000158014,5,2,20,15
ENSG00000284309,0,2,2,4
ENSG00000158022,61,73,76,76
ENSG00000175087,2530,2896,3029,1728
ENSG00000197245,28,45,54,99
ENSG00000282872,1,6,8,0
ENSG00000236782,2527,2167,2180,3144
ENSG00000142684,2464,2109,2131,3070
ENSG00000142675,254,218,363,353
ENSG00000188782,12,6,84,7
ENSG00000236155,34,25,60,53
ENSG00000278572,0,0,15,3
ENSG00000130695,8236,9428,10233,6217
ENSG00000270733,16,12,27,12
ENSG00000142669,7118,7343,8399,7451
ENSG00000158062,3032,3384,3956,3562
ENSG00000169442,1630,1745,2320,1305
ENSG00000176092,179,175,258,222
ENSG00000225854,1,6,2,4
ENSG00000176083,11,0,53,40
ENSG00000131914,41,23,71,9
ENSG00000117682,2986,3229,3124,2438
ENSG00000223583,0,18,6,13
ENSG00000225891,13,14,27,18
ENSG00000198830,37154,38255,40017,31003
ENSG00000224129,8,12,16,6
ENSG00000117676,4976,5432,7277,3974
ENSG00000238705,0,0,2,7
ENSG00000243905,12,0,20,0
ENSG00000252802,1,1,1,0
ENSG00000252429,0,0,0,0
ENSG00000229247,0,0,1,0
ENSG00000238316,0,0,3,0
ENSG00000235069,0,0,0,0
ENSG00000260063,55,110,176,55
ENSG00000117713,17424,21205,22076,12450
ENSG00000060642,910,1117,1229,926
ENSG00000241188,13,1,2,0
ENSG00000204160,3801,3938,4268,3203
ENSG00000175793,46,36,106,136
ENSG00000226698,104,83,96,75
ENSG00000142751,3853,4490,4438,3699
ENSG00000198746,1847,1853,1926,1342
ENSG00000090273,14303,13705,16228,13255
ENSG00000131910,3,0,18,7
ENSG00000175707,201,167,247,167
ENSG00000172746,0,7,12,6
ENSG00000224064,2,0,5,0
ENSG00000225294,0,3,1,4
ENSG00000253368,79,93,90,52
ENSG00000158246,82,101,175,103
ENSG00000090020,2712,3209,3285,2412
ENSG00000229985,0,0,9,9
ENSG00000214973,24,35,58,23
ENSG00000225159,61,108,99,76
ENSG00000225990,0,1,0,0
ENSG00000224311,5,5,4,2
ENSG00000142784,9591,10086,12287,6149
ENSG00000252098,1,2,5,0
ENSG00000243659,8,4,8,4
ENSG00000186501,2706,2877,3523,3123
ENSG00000206888,16,15,27,11
ENSG00000241547,33,76,60,42
ENSG00000142765,675,838,1322,983
ENSG00000142733,1686,2000,2189,1263
ENSG00000142748,7,5,42,8
ENSG00000174950,42,57,75,70
ENSG00000231207,1,0,1,33
ENSG00000181773,432,529,646,602
ENSG00000158195,21414,22954,24577,13637
ENSG00000241169,9,3,11,15
ENSG00000237429,24,40,22,14
ENSG00000126705,3970,4472,5077,3183
ENSG00000000938,13,0,83,19
ENSG00000235912,13,11,19,27
ENSG00000233975,2,0,4,0
ENSG00000126709,570,579,535,300
ENSG00000225886,23,12,10,23
ENSG00000206767,2,1,0,0
ENSG00000226662,0,0,7,0
ENSG00000207095,0,1,0,0
ENSG00000009780,924,955,1031,681
ENSG00000231344,15,16,4,7
ENSG00000230833,4,4,13,2
ENSG00000117758,2858,3001,2776,1817
ENSG00000269971,0,1,6,6
ENSG00000270031,8,6,10,2
ENSG00000223062,0,0,5,0
ENSG00000117751,5014,4911,5147,3289
ENSG00000252947,1,5,0,0
ENSG00000130775,871,995,1290,851
ENSG00000117748,5872,6142,7780,4854
ENSG00000130768,93,37,110,33
ENSG00000227050,44,30,36,34
ENSG00000158156,279,290,332,203
ENSG00000158161,4574,5304,5126,3296
ENSG00000238231,11,6,19,7
ENSG00000240750,1,4,6,12
ENSG00000228589,57,151,152,149
ENSG00000228943,4,1,2,0
ENSG00000214812,2,2,6,0
ENSG00000253005,4,6,0,1
ENSG00000169403,136,124,187,61
ENSG00000126698,9301,9580,10730,7582
ENSG00000130770,7568,7163,11458,8322
ENSG00000270605,217,179,169,213
ENSG00000271398,12,2,41,2
ENSG00000130766,5386,5881,6338,3809
ENSG00000130772,1168,1397,1609,1073
ENSG00000204138,4387,5283,5550,4108
ENSG00000206779,2,3,2,0
ENSG00000229820,0,4,2,10
ENSG00000221216,6,4,9,14
ENSG00000180198,10562,11027,13052,9543
ENSG00000242125,8419,9671,8518,10120
ENSG00000274266,237,260,204,325
ENSG00000200087,237,213,210,253
ENSG00000231468,12,24,21,35
ENSG00000279443,145,165,226,209
ENSG00000180098,1751,1889,2437,1684
ENSG00000197989,1914,1943,2057,2979
ENSG00000221539,24,18,26,29
ENSG00000278274,235,280,300,524
ENSG00000273544,65,86,83,55
ENSG00000274582,148,124,119,147
ENSG00000280498,148,121,118,147
ENSG00000120656,1930,2051,2137,1491
ENSG00000188060,13,37,23,4
ENSG00000229388,18,34,34,81
ENSG00000270103,5,6,2,0
ENSG00000274978,5,6,2,0
ENSG00000162419,1826,1906,2016,1172
ENSG00000252777,0,2,4,0
ENSG00000198492,8226,8423,8848,5378
ENSG00000116329,73,24,145,87
ENSG00000233427,18,12,39,15
ENSG00000199756,2,0,6,0
ENSG00000159023,31373,34274,36786,19537
ENSG00000225616,6,6,38,60
ENSG00000206704,1,5,1,0
ENSG00000277958,3,1,2,0
ENSG00000253304,2488,2479,3326,2661
ENSG00000225750,5,1,0,0
ENSG00000116350,11508,12000,14853,12176
ENSG00000277916,14,65,39,43
ENSG00000116353,1763,1819,2214,1635
ENSG00000237934,16,21,41,26
ENSG00000060656,618,530,599,296
ENSG00000230523,6,4,5,0
ENSG00000225011,0,0,0,0
ENSG00000228176,0,0,0,0
ENSG00000284676,7,4,1,2
ENSG00000270927,0,0,5,20
ENSG00000233399,13,4,11,11
ENSG00000233372,19,36,12,6
ENSG00000231251,0,1,0,0
ENSG00000236335,2,0,4,0
ENSG00000231949,0,0,0,0
ENSG00000162510,308,405,554,230
ENSG00000186056,501,626,776,375
ENSG00000162511,2370,2331,4858,2287
ENSG00000264773,0,0,9,0
ENSG00000229607,0,0,0,0
ENSG00000223382,0,0,16,8
ENSG00000222784,2,3,4,7
ENSG00000235143,4,0,12,0
ENSG00000162512,6050,6207,9264,5138
ENSG00000266210,0,0,0,13
ENSG00000134644,9141,9828,9985,4640
ENSG00000237329,4,6,4,5
ENSG00000232768,0,3,0,11
ENSG00000215900,7,2,7,9
ENSG00000225142,5,3,0,7
ENSG00000084628,8,7,16,32
ENSG00000060688,6201,6202,7285,4740
ENSG00000229447,7,26,17,59
ENSG00000121766,3335,3429,3438,2735
ENSG00000229044,950,956,887,690
ENSG00000121769,60,72,72,55
ENSG00000168528,362,376,336,312
ENSG00000215899,12,9,13,8
ENSG00000206981,1,0,3,2
ENSG00000260386,9,3,53,16
ENSG00000265961,0,0,1,1
ENSG00000284543,47,45,47,42
ENSG00000229167,0,0,9,41
ENSG00000142910,136,88,94,30
ENSG00000121764,353,356,379,234
ENSG00000162517,3431,3576,4044,3200
ENSG00000235790,165,103,159,94
ENSG00000264078,151,91,141,79
ENSG00000084636,18,6,48,48
ENSG00000121753,135,173,132,78
ENSG00000266580,1,0,0,0
ENSG00000254545,1,2,2,0
ENSG00000134668,102,110,193,62
ENSG00000203620,5,6,30,12
ENSG00000269967,5,10,18,29
ENSG00000184007,24890,27371,30106,19892
ENSG00000228634,21,18,20,12
ENSG00000284702,18,13,12,27
ENSG00000121774,16091,16803,19820,11039
ENSG00000203325,0,7,5,0
ENSG00000121775,1511,1469,2046,1499
ENSG00000266203,5,0,1,20
ENSG00000276493,5,0,7,0
ENSG00000025800,10111,10785,11486,6991
ENSG00000250135,1014,1023,1098,804
ENSG00000084652,8939,9452,9695,6659
ENSG00000160050,1573,1266,2345,1536
ENSG00000224066,629,575,890,722
ENSG00000160051,882,853,1146,1027
ENSG00000222046,120,118,146,137
ENSG00000160055,604,539,665,551
ENSG00000084623,18109,17947,19528,14971
ENSG00000220785,45,42,104,87
ENSG00000183615,3,1,26,16
ENSG00000182866,17,4,36,27
ENSG00000277617,0,0,9,0
ENSG00000252450,1,0,3,0
ENSG00000116478,18870,18492,22430,14866
ENSG00000175130,9868,10666,13734,10606
ENSG00000233775,24,2,6,28
ENSG00000162526,529,914,924,642
ENSG00000225828,933,1423,1563,1116
ENSG00000160058,5165,6093,6387,4289
ENSG00000224333,2,0,0,0
ENSG00000270850,0,0,0,14
ENSG00000229259,3,0,0,0
ENSG00000263529,0,2,9,0
ENSG00000254553,14,7,31,49
ENSG00000273274,61,25,91,90
ENSG00000160062,43,17,48,14
ENSG00000176261,1139,1343,1444,912
ENSG00000200591,4,2,2,8
ENSG00000162521,17223,18229,22956,12695
ENSG00000162520,1142,1264,1305,872
ENSG00000224409,12,3,18,11
ENSG00000162522,9966,10961,14066,7784
ENSG00000134684,22137,22119,27357,18297
ENSG00000116497,2595,3019,3422,2504
ENSG00000160097,60,36,70,88
ENSG00000121905,883,724,739,527
ENSG00000121900,1726,1589,1458,1243
ENSG00000116514,2006,2230,2377,1331
ENSG00000278966,12,5,15,3
ENSG00000217644,15,0,5,0
ENSG00000239670,10,0,7,28
ENSG00000236065,99,94,114,116
ENSG00000004455,16831,17329,19751,13060
ENSG00000276645,4,4,1,0
ENSG00000142920,108,52,76,22
ENSG00000278997,9,2,4,0
ENSG00000116525,441,600,457,241
ENSG00000279179,34,56,106,19
ENSG00000284721,4,8,9,8
ENSG00000160094,180,158,154,114
ENSG00000270115,0,0,2,8
ENSG00000184389,0,0,7,2
ENSG00000225313,48,79,63,111
ENSG00000134686,4300,4410,5408,3393
ENSG00000284154,158,194,172,107
ENSG00000222112,0,0,4,0
ENSG00000233246,5,14,17,2
ENSG00000234512,18,0,30,40
ENSG00000121903,549,659,551,411
ENSG00000235907,10,10,0,15
ENSG00000121904,69,43,167,100
ENSG00000227000,4,0,12,10
ENSG00000176256,2,0,1,0
ENSG00000231163,9,2,8,0
ENSG00000201148,2,0,3,1
ENSG00000142698,3,2,2,14
ENSG00000270241,3,0,0,0
ENSG00000207941,0,0,0,0
ENSG00000163866,3350,3477,3911,2294
ENSG00000189280,11,18,4,4
ENSG00000189433,14,14,6,4
ENSG00000255811,0,5,3,0
ENSG00000188910,2,10,4,0
ENSG00000187513,20,0,18,0
ENSG00000230163,87,59,81,179
ENSG00000116544,22,18,62,16
ENSG00000284773,398,370,418,295
ENSG00000241014,134,160,146,152
ENSG00000271741,2339,2613,2570,1214
ENSG00000243749,803,803,964,555
ENSG00000163867,2706,3216,2809,1466
ENSG00000233940,11,5,14,9
ENSG00000197056,1754,2035,1855,1303
ENSG00000228348,7,0,5,8
ENSG00000284640,2,8,18,11
ENSG00000116560,35427,40208,47574,31494
ENSG00000201868,0,0,1,0
ENSG00000146463,9219,10711,10862,5644
ENSG00000240374,1,11,0,4
ENSG00000201542,2,0,0,0
ENSG00000229994,104,161,218,243
ENSG00000227409,499,508,539,219
ENSG00000278702,0,0,0,0
ENSG00000142687,5829,6236,7273,4903
ENSG00000236274,16,26,12,31
ENSG00000020129,4498,5026,4773,3423
ENSG00000239636,17,42,60,35
ENSG00000116819,60,61,87,53
ENSG00000126067,14946,15995,17923,12958
ENSG00000142686,1920,2060,2205,1707
ENSG00000092853,6265,6672,7899,5761
ENSG00000232335,534,638,782,486
ENSG00000134698,2641,2986,3134,1627
ENSG00000092847,9354,10651,10973,5990
ENSG00000271164,2,13,3,8
ENSG00000271914,39,34,27,31
ENSG00000126070,3338,4195,3658,2329
ENSG00000271554,82,101,96,49
ENSG00000232862,6,2,5,42
ENSG00000092850,19,10,90,0
ENSG00000116863,1740,1793,2260,1429
ENSG00000171812,12,9,37,49
ENSG00000054116,4438,4407,5228,3932
ENSG00000116871,8489,8992,10736,8217
ENSG00000264592,0,0,2,0
ENSG00000054118,13137,13977,16499,10362
ENSG00000231849,1,0,0,0
ENSG00000214193,872,945,1315,1136
ENSG00000142694,1279,1169,1845,1264
ENSG00000116883,168,136,242,262
ENSG00000196182,12435,13870,17397,11671
ENSG00000181817,2642,2521,3098,2087
ENSG00000222821,0,0,0,0
ENSG00000116885,61,36,72,51
ENSG00000201448,0,11,2,2
ENSG00000116898,4219,4574,5033,4263
ENSG00000119535,119,180,359,272
ENSG00000230214,0,0,4,0
ENSG00000284705,1,2,16,0
ENSG00000284720,0,0,8,14
ENSG00000234481,0,0,2,8
ENSG00000163873,32,7,48,51
ENSG00000284650,10,9,0,16
ENSG00000264698,3,0,0,0
ENSG00000207328,0,1,0,4
ENSG00000223944,0,0,0,3
ENSG00000252368,0,0,0,0
ENSG00000230451,1,0,0,0
ENSG00000233621,25,42,79,22
ENSG00000163874,806,978,974,559
ENSG00000283724,0,3,2,24
ENSG00000163875,4018,4282,4602,3235
ENSG00000263675,20,7,20,12
ENSG00000163877,1668,1930,1961,1248
ENSG00000232273,5,13,14,26
ENSG00000237749,10,5,18,21
ENSG00000163879,192,210,258,148
ENSG00000134697,8035,9103,8605,6089
ENSG00000284748,0,0,2,0
ENSG00000169218,14,0,20,26
ENSG00000116922,2637,2988,2679,2215
ENSG00000134690,5534,5580,8002,4694
ENSG00000183317,11,7,192,45
ENSG00000200421,0,2,0,0
ENSG00000214141,2,2,8,0
ENSG00000227416,0,0,0,0
ENSG00000185090,113,115,81,154
ENSG00000233728,41,33,35,69
ENSG00000196449,4507,4776,4103,3520
ENSG00000197982,4361,4743,4710,3653
ENSG00000188786,1466,1643,1449,1010
ENSG00000235673,4,0,18,26
ENSG00000230955,352,390,529,496
ENSG00000204084,2963,3471,4301,2978
ENSG00000252448,0,1,2,7
ENSG00000222282,3,2,1,0
ENSG00000277168,0,1,0,0
ENSG00000183431,12009,12184,11879,8832
ENSG00000212541,35,34,32,22
ENSG00000183386,5342,5829,6742,4331
ENSG00000183520,4399,4352,5161,3466
ENSG00000185668,0,20,6,0
ENSG00000224592,1,3,6,12
ENSG00000223589,9,0,5,9
ENSG00000265596,0,0,1,0
ENSG00000284623,7,0,3,0
ENSG00000237290,9,0,10,0
ENSG00000275350,11,6,2,0
ENSG00000200796,0,0,0,0
ENSG00000238063,8,5,0,20
ENSG00000215895,10,20,19,8
ENSG00000284632,17,18,45,0
ENSG00000116954,2608,2899,2883,1563
ENSG00000273637,2460,2509,2923,1640
ENSG00000228436,117,102,103,130
ENSG00000214114,2638,2571,2943,2225
ENSG00000274944,1285,1164,1475,1085
ENSG00000131233,61,56,42,86
ENSG00000158315,63,49,62,85
ENSG00000199963,2,0,4,0
ENSG00000207466,0,3,0,1
ENSG00000235549,4,0,1,0
ENSG00000174574,9694,10462,10766,6949
ENSG00000168653,7545,6548,9504,6665
ENSG00000127603,11244,13977,13732,8780
ENSG00000206654,0,0,0,0
ENSG00000222378,5,0,0,0
ENSG00000270040,6,1,2,0
ENSG00000226438,64,53,55,20
ENSG00000217897,5,0,12,0
ENSG00000183682,19,30,59,56
ENSG00000237624,0,2,6,0
ENSG00000243970,58,81,142,120
ENSG00000090621,21721,22992,24838,20205
ENSG00000228060,3023,3079,3392,2240
ENSG00000201457,39,31,31,18
ENSG00000163909,157,155,188,62
ENSG00000225903,5,0,0,0
ENSG00000116981,4,4,4,3
ENSG00000116983,55,42,63,26
ENSG00000084072,3759,4028,4376,3400
ENSG00000225333,4,2,4,0
ENSG00000252413,0,0,0,0
ENSG00000116985,125,136,168,87
ENSG00000198754,33,19,89,16
ENSG00000261798,76,38,48,24
ENSG00000229213,0,0,2,0
ENSG00000284719,27,28,43,48
ENSG00000284678,6,7,9,21
ENSG00000043514,2818,2670,3172,2504
ENSG00000202222,0,0,0,0
ENSG00000116990,986,996,1606,922
ENSG00000236546,110,77,138,94
ENSG00000207356,2,0,1,1
ENSG00000168389,34,23,41,23
ENSG00000228477,17,22,43,12
ENSG00000131236,20774,20829,22805,12360
ENSG00000131238,15432,16422,17155,12612
ENSG00000226745,0,0,2,2
ENSG00000117000,3825,4446,3465,2228
ENSG00000207508,2,1,0,0
ENSG00000188800,4,3,12,11
ENSG00000259943,799,706,890,566
ENSG00000084073,4011,4885,4275,3473
ENSG00000231296,21,18,18,13
ENSG00000049089,260,382,515,260
ENSG00000227311,5,11,14,3
ENSG00000084070,10385,11457,13169,7707
ENSG00000213172,7,12,0,0
ENSG00000284677,7,8,46,15
ENSG00000187801,315,376,352,218
ENSG00000260920,264,304,295,210
ENSG00000279667,14,24,27,25
ENSG00000187815,469,596,620,427
ENSG00000238287,10,16,6,5
ENSG00000164002,222,231,359,191
ENSG00000227278,61,60,90,39
ENSG00000238186,49,32,72,38
ENSG00000117010,354,320,505,288
ENSG00000236505,0,0,0,0
ENSG00000233910,0,0,4,0
ENSG00000117016,1186,1258,1627,814
ENSG00000237899,36,47,59,57
ENSG00000272145,564,553,646,466
ENSG00000066136,4119,4562,4908,3628
ENSG00000198974,0,0,0,0
ENSG00000207962,0,0,3,0
ENSG00000117013,511,560,742,402
ENSG00000264582,0,0,3,1
ENSG00000179862,193,244,355,102
ENSG00000229528,3,7,2,0
ENSG00000228940,4,2,16,26
ENSG00000233118,0,0,4,26
ENSG00000171793,6774,7069,8111,5328
ENSG00000281207,453,617,624,544
ENSG00000171790,116,181,179,164
ENSG00000010803,3031,3732,4315,2687
ENSG00000215893,1,2,4,8
ENSG00000235358,11,21,17,5
ENSG00000213987,0,0,3,5
ENSG00000204060,110,90,178,32
ENSG00000229901,4,3,2,5
ENSG00000252563,0,0,0,0
ENSG00000127129,10,0,14,14
ENSG00000127124,93,124,190,82
ENSG00000230881,2,0,0,0
ENSG00000230638,0,12,0,0
ENSG00000284895,0,1,0,0
ENSG00000227538,2,0,0,0
ENSG00000228776,3,0,0,0
ENSG00000044012,0,0,5,0
ENSG00000197273,1,0,0,0
ENSG00000198815,4418,5241,4480,2970
ENSG00000227527,24,7,29,27
ENSG00000177181,52,19,33,30
ENSG00000235002,0,1,14,1
ENSG00000066185,19,4,4,14
ENSG00000127125,774,913,889,640
ENSG00000186409,128,122,86,153
ENSG00000230116,0,4,2,0
ENSG00000236876,3,2,4,1
ENSG00000200254,1,0,3,0
ENSG00000236180,8,6,0,4
ENSG00000171960,4099,3826,4703,3859
ENSG00000234917,21,23,7,17
ENSG00000065978,64004,63726,76252,59781
ENSG00000164007,4,2,41,8
ENSG00000117385,4762,4694,5793,4591
ENSG00000164008,1044,1160,1133,967
ENSG00000283580,582,643,638,601
ENSG00000228452,117,104,94,112
ENSG00000274386,718,546,754,521
ENSG00000177868,1761,1604,1672,1384
ENSG00000164010,8570,9196,9447,6844
ENSG00000228192,2371,2533,2848,1982
ENSG00000164011,945,950,963,773
ENSG00000233708,20,2,34,4
ENSG00000237090,4,0,4,4
ENSG00000225099,7,2,14,8
ENSG00000117394,16422,17077,19830,13341
ENSG00000284138,0,4,5,0
ENSG00000227533,395,376,554,264
ENSG00000283973,135,113,170,107
ENSG00000207256,0,1,3,0
ENSG00000283136,0,0,0,0
ENSG00000277513,5,2,12,0
ENSG00000186973,24,7,3,9
ENSG00000117395,5842,6080,6079,5235
ENSG00000284410,10,33,23,14
ENSG00000243710,866,826,1057,801
ENSG00000199240,2,0,0,3
ENSG00000179178,38,59,59,23
ENSG00000253313,21,6,55,0
ENSG00000066056,126,92,358,169
ENSG00000117400,11,10,45,35
ENSG00000234694,39,45,42,52
ENSG00000117399,11959,12052,15336,9427
ENSG00000066322,4051,4452,4761,4031
ENSG00000283836,11,8,21,9
ENSG00000159479,3550,3803,3638,2710
ENSG00000229431,690,625,687,415
ENSG00000198198,4699,5962,5436,3856
ENSG00000229372,294,419,339,269
ENSG00000274975,0,1,2,1
ENSG00000178922,999,1115,957,1040
ENSG00000229348,45,28,26,64
ENSG00000142949,4524,4722,4774,2078
ENSG00000284989,4001,4235,5137,2748
ENSG00000066135,5321,5882,6011,3241
ENSG00000236200,994,1147,1057,789
ENSG00000126091,1515,1477,2470,1767
ENSG00000229444,11,9,9,9
ENSG00000283414,2,3,0,0
ENSG00000233674,0,7,19,11
ENSG00000283477,0,5,0,0
ENSG00000224751,12,6,15,0
ENSG00000117407,33,72,65,51
ENSG00000237950,50,78,58,86
ENSG00000117408,5082,5543,5240,3685
ENSG00000132768,4305,4558,4291,3565
ENSG00000117410,13392,12985,12657,10880
ENSG00000117411,4279,4738,6588,4245
ENSG00000159214,548,572,550,367
ENSG00000196517,2250,2419,3974,2181
ENSG00000230615,171,168,315,169
ENSG00000227163,2,24,6,6
ENSG00000271647,20,23,62,19
ENSG00000239560,0,0,0,0
ENSG00000171872,33,18,57,41
ENSG00000233514,8,28,38,14
ENSG00000283039,19,14,22,58
ENSG00000226804,9,2,14,0
ENSG00000200171,4,2,0,0
ENSG00000238037,1,2,4,0
ENSG00000227994,0,0,7,4
ENSG00000271329,7,11,6,34
ENSG00000178028,4148,4213,4064,3603
ENSG00000117419,3449,3795,4108,3216
ENSG00000233602,12,2,2,3
ENSG00000199385,2,0,0,0
ENSG00000187147,5751,5710,6827,4476
ENSG00000263381,2,0,0,0
ENSG00000126106,2037,2011,2497,1467
ENSG00000198520,38,60,29,23
ENSG00000199377,0,0,0,0
ENSG00000200169,0,0,0,0
ENSG00000142945,9923,10637,17003,9086
ENSG00000225721,6481,5357,7298,4919
ENSG00000142937,67879,60499,86138,58714
ENSG00000264294,168,202,171,178
ENSG00000200913,69,58,67,76
ENSG00000202031,70,62,57,70
ENSG00000281859,19,23,58,57
ENSG00000207421,19,23,58,57
ENSG00000234093,18,22,43,45
ENSG00000142959,19,6,49,6
ENSG00000173846,1095,1143,1304,841
ENSG00000188396,50,9,22,8
ENSG00000222009,207,213,350,193
ENSG00000117425,281,411,685,354
ENSG00000202444,5,0,0,0
ENSG00000226499,8,9,16,35
ENSG00000070785,5002,4816,4965,3431
ENSG00000253039,11,4,0,2
ENSG00000229815,8,5,1,5
ENSG00000232369,23,30,53,29
ENSG00000268949,47,72,66,101
ENSG00000126107,5639,6285,7569,5098
ENSG00000126088,21022,19710,28940,18437
ENSG00000162415,309,246,230,104
ENSG00000234315,0,0,3,0
ENSG00000281912,58,108,122,130
ENSG00000186603,21,20,48,65
ENSG00000132781,1780,1812,2442,1627
ENSG00000132773,2084,1994,2531,2055
ENSG00000070759,597,714,943,520
ENSG00000236872,4,2,21,18
ENSG00000280670,614,512,629,462
ENSG00000132763,6129,6424,6232,5976
ENSG00000117450,22928,21310,23674,17518
ENSG00000234379,3,2,5,11
ENSG00000117448,5072,5065,6404,4338
ENSG00000281133,5,1,21,4
ENSG00000280836,6,1,18,0
ENSG00000132780,16323,17208,23504,15785
ENSG00000281112,0,4,0,0
ENSG00000281825,3,0,0,1
ENSG00000159588,164,159,165,123
ENSG00000159592,8340,9375,9537,6086
ENSG00000225447,29,20,37,16
ENSG00000234329,61,71,72,45
ENSG00000159596,3113,3170,3223,2593
ENSG00000197429,1369,1559,1692,1140
ENSG00000230896,87,118,92,54
ENSG00000236111,22,13,14,8
ENSG00000086015,5986,7042,7994,4889
ENSG00000232467,2,5,7,2
ENSG00000117461,1424,1548,2008,1052
ENSG00000278139,386,434,625,251
ENSG00000226957,0,6,6,0
ENSG00000233114,0,2,2,0
ENSG00000227857,15,8,5,0
ENSG00000117472,32,19,59,44
ENSG00000250719,0,0,6,14
ENSG00000085998,5082,5388,6196,4859
ENSG00000171357,137,103,134,138
ENSG00000085999,3557,3838,4798,3371
ENSG00000132128,9004,9863,11347,7647
ENSG00000173660,19212,15500,22090,16603
ENSG00000117481,4407,4435,5225,3159
ENSG00000225779,2,0,2,3
ENSG00000117480,115,122,251,109
ENSG00000232022,70,57,121,61
ENSG00000224863,10,13,16,7
ENSG00000197587,591,668,1019,553
ENSG00000282881,0,0,2,2
ENSG00000269956,339,440,512,320
ENSG00000162456,9,1,4,9
ENSG00000079277,3006,3588,3659,2727
ENSG00000142961,894,1097,1115,774
ENSG00000123472,2933,3221,3476,2251
ENSG00000233647,0,0,0,5
ENSG00000186118,10,7,36,1
ENSG00000228237,224,242,183,109
ENSG00000159658,5679,6513,6727,3124
ENSG00000236476,1,0,0,2
ENSG00000142973,9,11,51,33
ENSG00000154198,12,4,6,3
ENSG00000238145,1,3,0,0
ENSG00000187048,23,0,2,8
ENSG00000259832,1,0,6,0
ENSG00000261196,3,0,0,4
ENSG00000261593,3,0,1,0
ENSG00000261290,0,0,0,0
ENSG00000186377,21,19,8,16
ENSG00000186160,5,18,18,39
ENSG00000225154,0,6,4,0
ENSG00000225506,25,52,57,73
ENSG00000162365,18,0,2,20
ENSG00000225514,2,4,4,0
ENSG00000224805,24,23,60,7
ENSG00000162366,14,26,67,40
ENSG00000162367,14655,16119,18021,9679
ENSG00000226252,1299,1364,1580,1002
ENSG00000123473,4396,5387,5802,3099
ENSG00000162368,11492,12972,13305,8210
ENSG00000225762,10,5,13,13
ENSG00000186790,4,2,7,0
ENSG00000237424,820,973,1348,743
ENSG00000186564,543,601,749,409
ENSG00000271355,0,0,0,0
ENSG00000229554,1,4,1,2
ENSG00000227883,2,2,0,4
ENSG00000227947,1,0,6,0
ENSG00000269113,4,0,5,8
ENSG00000223814,0,0,0,0
ENSG00000225028,1,0,0,0
ENSG00000226133,0,2,3,11
ENSG00000231413,0,0,0,0
ENSG00000237180,0,0,10,0
ENSG00000242267,34,33,21,30
ENSG00000279096,27,16,38,36
ENSG00000223720,2,1,2,3
ENSG00000117834,14,5,63,25
ENSG00000272491,2,0,12,12
ENSG00000279214,0,0,0,4
ENSG00000132122,38,65,24,31
ENSG00000224986,27,6,18,20
ENSG00000206700,0,0,6,1
ENSG00000235105,6,26,47,13
ENSG00000223175,0,2,0,0
ENSG00000232514,4,7,4,0
ENSG00000186094,40,28,30,16
ENSG00000162373,3,0,1,20
ENSG00000229846,0,0,2,0
ENSG00000230114,5,0,0,0
ENSG00000225623,3,4,2,0
ENSG00000237478,0,1,0,0
ENSG00000215887,6,8,2,0
ENSG00000279324,17,10,18,16
ENSG00000233595,0,0,1,0
ENSG00000162374,33,10,8,21
ENSG00000230828,5,1,0,0
ENSG00000237337,0,4,0,1
ENSG00000233407,2,0,2,0
ENSG00000284696,13,7,8,18
